name,email,role,job_level,Manager,Start_date,nationality,residence,Gender,business_group,staff_id,username,position,position_level,styles,industries,software,citizenship,date_of_mobility,previous_role,previous_manager,previous_job_level,previous_functional_group
Brantley Davenport,brantley.davenport@domain.com,Senior Finance Manager,4b Manager,Elsie Stevens,02-05-22,South Africa,South Africa,Male,Business Function,10600,brantley.davenport,CORE,1,"[Minimalistic, Corporate, Modern]","[Lifestyle, Marketing]",[],South Africa,24-09-23,Finance Manager,Elsie Stevens,,Business Function
Adrianna Acevedo,adrianna.acevedo@domain.com,Creative,2a,Dario Andrade,04-10-21,Brazil,Brazil,Female,Creative,10601,adrianna.acevedo,DESIGN_DIRECTOR,5,[Other],"[Lifestyle, Marketing]","[Illustrator, Photoshop, PowerPoint, Keynote, InDesign]",Brazil,13-01-23,Creative,Ayla Glenn,2,Creative
Adrianna Acevedo,adrianna.acevedo@domain.com,Creative,2a,Dario Andrade,04-10-21,Brazil,Brazil,Female,Creative,10601,adrianna.acevedo,DESIGN_DIRECTOR,5,[Other],"[Lifestyle, Marketing]","[Illustrator, Photoshop, PowerPoint, Keynote, InDesign]",Brazil,01-02-23,Creative,Dario Andrade,2,Creative
Adrianna Acevedo,adrianna.acevedo@domain.com,Creative,2a,Dario Andrade,04-10-21,Brazil,Brazil,Female,Creative,10601,adrianna.acevedo,DESIGN_DIRECTOR,5,[Other],"[Lifestyle, Marketing]","[Illustrator, Photoshop, PowerPoint, Keynote, InDesign]",Brazil,05-06-23,Creative,Dario Andrade,2,Creative
Adrianna Acevedo,adrianna.acevedo@domain.com,Creative,2a,Dario Andrade,04-10-21,Brazil,Brazil,Female,Creative,10601,adrianna.acevedo,DESIGN_DIRECTOR,5,[Other],"[Lifestyle, Marketing]","[Illustrator, Photoshop, PowerPoint, Keynote, InDesign]",Brazil,24-09-23,Creative,Dario Andrade,2,Creative
Adrianna Acevedo,adrianna.acevedo@domain.com,Creative,2a,Dario Andrade,04-10-21,Brazil,Brazil,Female,Creative,10601,adrianna.acevedo,DESIGN_DIRECTOR,5,[Other],"[Lifestyle, Marketing]","[Illustrator, Photoshop, PowerPoint, Keynote, InDesign]",Brazil,25-09-23,Creative,Dario Andrade,1b,Creative
Adrianna Acevedo,adrianna.acevedo@domain.com,Creative,2a,Dario Andrade,04-10-21,Brazil,Brazil,Female,Creative,10601,adrianna.acevedo,DESIGN_DIRECTOR,5,[Other],"[Lifestyle, Marketing]","[Illustrator, Photoshop, PowerPoint, Keynote, InDesign]",Brazil,23-02-24,Creative,Dario Andrade,2a,Creative
Adrianna Acevedo,adrianna.acevedo@domain.com,Creative,2a,Dario Andrade,04-10-21,Brazil,Brazil,Female,Creative,10601,adrianna.acevedo,DESIGN_DIRECTOR,5,[Other],"[Lifestyle, Marketing]","[Illustrator, Photoshop, PowerPoint, Keynote, InDesign]",Brazil,08-05-24,Creative,Tiffany Shaw,2a,Creative
Dakari Rice,dakari.rice@domain.com,Creative Lead,4a IC,Dario Andrade,11-04-22,Italy,Spain,Female,Creative,10602,dakari.rice,CORE,3,[Corporate],"[Lifestyle, Marketing]","[Illustrator, Photoshop]",Italy,01-02-23,Creative,Dario Andrade,6,Creative
Dakari Rice,dakari.rice@domain.com,Creative Lead,4a IC,Dario Andrade,11-04-22,Italy,Spain,Female,Creative,10602,dakari.rice,CORE,3,[Corporate],"[Lifestyle, Marketing]","[Illustrator, Photoshop]",Italy,05-06-23,Creative,Dario Andrade,6,Creative
Dakari Rice,dakari.rice@domain.com,Creative Lead,4a IC,Dario Andrade,11-04-22,Italy,Spain,Female,Creative,10602,dakari.rice,CORE,3,[Corporate],"[Lifestyle, Marketing]","[Illustrator, Photoshop]",Italy,24-09-23,Creative,Dario Andrade,6,Creative
Dakari Rice,dakari.rice@domain.com,Creative Lead,4a IC,Dario Andrade,11-04-22,Italy,Spain,Female,Creative,10602,dakari.rice,CORE,3,[Corporate],"[Lifestyle, Marketing]","[Illustrator, Photoshop]",Italy,25-09-23,Creative,Dario Andrade,3b,Creative
Dakari Rice,dakari.rice@domain.com,Creative Lead,4a IC,Dario Andrade,11-04-22,Italy,Spain,Female,Creative,10602,dakari.rice,CORE,3,[Corporate],"[Lifestyle, Marketing]","[Illustrator, Photoshop]",Italy,23-02-24,Creative Lead,Dario Andrade,4a IC,Creative
Dakari Rice,dakari.rice@domain.com,Creative Lead,4a IC,Dario Andrade,11-04-22,Italy,Spain,Female,Creative,10602,dakari.rice,CORE,3,[Corporate],"[Lifestyle, Marketing]","[Illustrator, Photoshop]",Italy,08-05-24,Creative Lead,Tiffany Shaw,4a IC,Creative
Ada Beard,ada.beard@domain.com,Creative Project Manager,2a,Marisol Alexander,07-03-22,"Colombia, United States of America (USA)",Spain,Female,CPM,10603,ada.beard,SPECIALIST,3,,"[Lifestyle, Marketing]","[SquareSpace, Shopify, PowerPoint, Photoshop, Illustrator]","Colombia, United States of America (USA)",14-11-22,Creative Project Manager,Emmitt McDowell,1,CPM
Ada Beard,ada.beard@domain.com,Creative Project Manager,2a,Marisol Alexander,07-03-22,"Colombia, United States of America (USA)",Spain,Female,CPM,10603,ada.beard,SPECIALIST,3,,"[Lifestyle, Marketing]","[SquareSpace, Shopify, PowerPoint, Photoshop, Illustrator]","Colombia, United States of America (USA)",17-03-23,Creative Project Manager,,1,CPM
Ada Beard,ada.beard@domain.com,Creative Project Manager,2a,Marisol Alexander,07-03-22,"Colombia, United States of America (USA)",Spain,Female,CPM,10603,ada.beard,SPECIALIST,3,,"[Lifestyle, Marketing]","[SquareSpace, Shopify, PowerPoint, Photoshop, Illustrator]","Colombia, United States of America (USA)",05-06-23,Creative Project Manager,,1,CPM
Ada Beard,ada.beard@domain.com,Creative Project Manager,2a,Marisol Alexander,07-03-22,"Colombia, United States of America (USA)",Spain,Female,CPM,10603,ada.beard,SPECIALIST,3,,"[Lifestyle, Marketing]","[SquareSpace, Shopify, PowerPoint, Photoshop, Illustrator]","Colombia, United States of America (USA)",23-09-23,Creative Project Manager,,1,CPM
Ada Beard,ada.beard@domain.com,Creative Project Manager,2a,Marisol Alexander,07-03-22,"Colombia, United States of America (USA)",Spain,Female,CPM,10603,ada.beard,SPECIALIST,3,,"[Lifestyle, Marketing]","[SquareSpace, Shopify, PowerPoint, Photoshop, Illustrator]","Colombia, United States of America (USA)",24-09-23,Creative Project Manager,Marisol Alexander,1,CPM
Ada Beard,ada.beard@domain.com,Creative Project Manager,2a,Marisol Alexander,07-03-22,"Colombia, United States of America (USA)",Spain,Female,CPM,10603,ada.beard,SPECIALIST,3,,"[Lifestyle, Marketing]","[SquareSpace, Shopify, PowerPoint, Photoshop, Illustrator]","Colombia, United States of America (USA)",25-09-23,Creative Project Manager,Marisol Alexander,1a,CPM
Nathanael Sherman,nathanael.sherman@domain.com,Creative Team Lead,4b Manager,Jaime Petersen,05-02-24,Brazil,Brazil,Male,Creative,10604,nathanael.sherman,,,[],,"[Illustrator, Photoshop]",Brazil,,,,,
Addilyn Leach,addilyn.leach@domain.com,Product Manager,4b IC,Leighton May,13-06-22,Brazil,Brazil,Male,Business Function,10605,addilyn.leach,PROJECTMANAGER,5,,[Film],"[Illustrator, Photoshop, PowerPoint, Keynote, InDesign]",Brazil,15-08-22,Product Manager,,2,Business Function
Addilyn Leach,addilyn.leach@domain.com,Product Manager,4b IC,Leighton May,13-06-22,Brazil,Brazil,Male,Business Function,10605,addilyn.leach,PROJECTMANAGER,5,,[Film],"[Illustrator, Photoshop, PowerPoint, Keynote, InDesign]",Brazil,01-09-22,Product Manager,,2,Business Function
Addilyn Leach,addilyn.leach@domain.com,Product Manager,4b IC,Leighton May,13-06-22,Brazil,Brazil,Male,Business Function,10605,addilyn.leach,PROJECTMANAGER,5,,[Film],"[Illustrator, Photoshop, PowerPoint, Keynote, InDesign]",Brazil,02-01-23,Product Manager,,2,Business Function
Addilyn Leach,addilyn.leach@domain.com,Product Manager,4b IC,Leighton May,13-06-22,Brazil,Brazil,Male,Business Function,10605,addilyn.leach,PROJECTMANAGER,5,,[Film],"[Illustrator, Photoshop, PowerPoint, Keynote, InDesign]",Brazil,21-03-23,Product Manager,,2,Business Function
Addilyn Leach,addilyn.leach@domain.com,Product Manager,4b IC,Leighton May,13-06-22,Brazil,Brazil,Male,Business Function,10605,addilyn.leach,PROJECTMANAGER,5,,[Film],"[Illustrator, Photoshop, PowerPoint, Keynote, InDesign]",Brazil,17-04-23,Product Manager,Ian Chapman,2,Business Function
Addilyn Leach,addilyn.leach@domain.com,Product Manager,4b IC,Leighton May,13-06-22,Brazil,Brazil,Male,Business Function,10605,addilyn.leach,PROJECTMANAGER,5,,[Film],"[Illustrator, Photoshop, PowerPoint, Keynote, InDesign]",Brazil,24-09-23,Product Manager,Leighton May,2,Business Function
Westin Baxter,westin.baxter@domain.com,Creative,3a,Davian Arellano,06-09-21,Brazil,Germany,Male,Creative,10606,westin.baxter,SPECIALIST,3,,"[Lifestyle, Marketing]","[SquareSpace, Shopify, PowerPoint, Photoshop, Illustrator]",Brazil,13-01-23,Creative,Livia Conley,4,Creative
Westin Baxter,westin.baxter@domain.com,Creative,3a,Davian Arellano,06-09-21,Brazil,Germany,Male,Creative,10606,westin.baxter,SPECIALIST,3,,"[Lifestyle, Marketing]","[SquareSpace, Shopify, PowerPoint, Photoshop, Illustrator]",Brazil,02-02-23,Creative,Davian Arellano,4,Creative
Westin Baxter,westin.baxter@domain.com,Creative,3a,Davian Arellano,06-09-21,Brazil,Germany,Male,Creative,10606,westin.baxter,SPECIALIST,3,,"[Lifestyle, Marketing]","[SquareSpace, Shopify, PowerPoint, Photoshop, Illustrator]",Brazil,02-05-23,Creative,Davian Arellano,4,Creative
Westin Baxter,westin.baxter@domain.com,Creative,3a,Davian Arellano,06-09-21,Brazil,Germany,Male,Creative,10606,westin.baxter,SPECIALIST,3,,"[Lifestyle, Marketing]","[SquareSpace, Shopify, PowerPoint, Photoshop, Illustrator]",Brazil,05-06-23,Creative,Davian Arellano,4,Creative
Westin Baxter,westin.baxter@domain.com,Creative,3a,Davian Arellano,06-09-21,Brazil,Germany,Male,Creative,10606,westin.baxter,SPECIALIST,3,,"[Lifestyle, Marketing]","[SquareSpace, Shopify, PowerPoint, Photoshop, Illustrator]",Brazil,24-09-23,Creative,Davian Arellano,4,Creative
Westin Baxter,westin.baxter@domain.com,Creative,3a,Davian Arellano,06-09-21,Brazil,Germany,Male,Creative,10606,westin.baxter,SPECIALIST,3,,"[Lifestyle, Marketing]","[SquareSpace, Shopify, PowerPoint, Photoshop, Illustrator]",Brazil,01-02-24,Creative,Davian Arellano,2b,Creative
Westin Baxter,westin.baxter@domain.com,Creative,3a,Davian Arellano,06-09-21,Brazil,Germany,Male,Creative,10606,westin.baxter,SPECIALIST,3,,"[Lifestyle, Marketing]","[SquareSpace, Shopify, PowerPoint, Photoshop, Illustrator]",Brazil,03-06-24,Creative,Livia Conley,2b,Creative
Westin Baxter,westin.baxter@domain.com,Creative,3a,Davian Arellano,06-09-21,Brazil,Germany,Male,Creative,10606,westin.baxter,SPECIALIST,3,,"[Lifestyle, Marketing]","[SquareSpace, Shopify, PowerPoint, Photoshop, Illustrator]",Brazil,02-07-24,Creative,Livia Conley,3a,Creative
Lara Wagner,lara.wagner@domain.com,Creative Lead,4a IC,Galilea McIntyre,04-09-23,Brazil,Brazil,Male,Creative,10607,lara.wagner,ADMIN,5,[Corporate],[Branding],[Other],Brazil,24-09-23,Creative Lead (Generalist),Galilea McIntyre,7,Creative
Lara Wagner,lara.wagner@domain.com,Creative Lead,4a IC,Galilea McIntyre,04-09-23,Brazil,Brazil,Male,Creative,10607,lara.wagner,ADMIN,5,[Corporate],[Branding],[Other],Brazil,20-10-23,Creative,Galilea McIntyre,4a IC,Creative
Lara Wagner,lara.wagner@domain.com,Creative Lead,4a IC,Galilea McIntyre,04-09-23,Brazil,Brazil,Male,Creative,10607,lara.wagner,ADMIN,5,[Corporate],[Branding],[Other],Brazil,10-05-24,Creative Lead,Galilea McIntyre,4a IC,Creative
Enzo Russo,enzo.russo@domain.com,Marketing Strategist,2a,Brantley Wang,14-09-23,United Kingdom,United Kingdom,Female,Business Function,10608,enzo.russo,,,,[Film],[PowerPoint],United Kingdom,24-09-23,Marketing Consultant Specialist,Brantley Wang,2,Business Function
Enzo Russo,enzo.russo@domain.com,Marketing Strategist,2a,Brantley Wang,14-09-23,United Kingdom,United Kingdom,Female,Business Function,10608,enzo.russo,,,,[Film],[PowerPoint],United Kingdom,29-09-23,"Marketing Consultant, Specialist",Brantley Wang,2a,Business Function
Enzo Russo,enzo.russo@domain.com,Marketing Strategist,2a,Brantley Wang,14-09-23,United Kingdom,United Kingdom,Female,Business Function,10608,enzo.russo,,,,[Film],[PowerPoint],United Kingdom,13-10-23,"Marketing Consultant, Specialist",Brantley Wang,2a,Business Function
Enzo Russo,enzo.russo@domain.com,Marketing Strategist,2a,Brantley Wang,14-09-23,United Kingdom,United Kingdom,Female,Business Function,10608,enzo.russo,,,,[Film],[PowerPoint],United Kingdom,01-07-24,"Marketing Consultant, Specialist",Brantley Wang,2a,Business Function
Enzo Russo,enzo.russo@domain.com,Marketing Strategist,2a,Brantley Wang,14-09-23,United Kingdom,United Kingdom,Female,Business Function,10608,enzo.russo,,,,[Film],[PowerPoint],United Kingdom,30-07-24,"Marketing Consultant, Specialist",Brantley Wang,2a,Business Function
Enzo Russo,enzo.russo@domain.com,Marketing Strategist,2a,Brantley Wang,14-09-23,United Kingdom,United Kingdom,Female,Business Function,10608,enzo.russo,,,,[Film],[PowerPoint],United Kingdom,21-08-24,"Marketing Consultant, Specialist",Brantley Wang,2a,Business Function
Tinsley Franco,tinsley.franco@domain.com,Director of Generative AI Excellence,6a,Miller Garrett,07-11-22,United Kingdom,United Kingdom,Male,Business Function,10609,tinsley.franco,SPECIALIST,2,"[Minimalistic, Corporate, Modern]","[Finance, Technology, Corporate]","[Illustrator, Photoshop]",United Kingdom,21-06-23,"Creative Director, New Horizons",Scout Watts,10,Business Function
Tinsley Franco,tinsley.franco@domain.com,Director of Generative AI Excellence,6a,Miller Garrett,07-11-22,United Kingdom,United Kingdom,Male,Business Function,10609,tinsley.franco,SPECIALIST,2,"[Minimalistic, Corporate, Modern]","[Finance, Technology, Corporate]","[Illustrator, Photoshop]",United Kingdom,24-09-23,"Creative Director, New Horizons",Scout Watts,10,Business Function
Tinsley Franco,tinsley.franco@domain.com,Director of Generative AI Excellence,6a,Miller Garrett,07-11-22,United Kingdom,United Kingdom,Male,Business Function,10609,tinsley.franco,SPECIALIST,2,"[Minimalistic, Corporate, Modern]","[Finance, Technology, Corporate]","[Illustrator, Photoshop]",United Kingdom,05-04-24,"Creative Director, New Horizons",Scout Watts,6a,Business Function
Tinsley Franco,tinsley.franco@domain.com,Director of Generative AI Excellence,6a,Miller Garrett,07-11-22,United Kingdom,United Kingdom,Male,Business Function,10609,tinsley.franco,SPECIALIST,2,"[Minimalistic, Corporate, Modern]","[Finance, Technology, Corporate]","[Illustrator, Photoshop]",United Kingdom,08-04-24,Director of Generative AI Excellence,Miller Garrett,6a,Business Function
Gage Faulkner,gage.faulkner@domain.com,Enterprise Business Development Representative,2a,Jeffery Farrell,09-01-23,Canada,Canada,Male,Business Function,10610,gage.faulkner,CORE,4,,[Branding],[PowerPoint],Canada,04-09-23,Business Development Representative,Jeffery Farrell,,Business Function
Gage Faulkner,gage.faulkner@domain.com,Enterprise Business Development Representative,2a,Jeffery Farrell,09-01-23,Canada,Canada,Male,Business Function,10610,gage.faulkner,CORE,4,,[Branding],[PowerPoint],Canada,24-09-23,Business Development Representative,Jeffery Farrell,,Business Function
Gage Faulkner,gage.faulkner@domain.com,Enterprise Business Development Representative,2a,Jeffery Farrell,09-01-23,Canada,Canada,Male,Business Function,10610,gage.faulkner,CORE,4,,[Branding],[PowerPoint],Canada,10-10-23,Outbound Business Development Representative,Jeffery Farrell,1b,Business Function
Gage Faulkner,gage.faulkner@domain.com,Enterprise Business Development Representative,2a,Jeffery Farrell,09-01-23,Canada,Canada,Male,Business Function,10610,gage.faulkner,CORE,4,,[Branding],[PowerPoint],Canada,26-10-23,Business Development Representative,Jeffery Farrell,1b,Business Function
Gage Faulkner,gage.faulkner@domain.com,Enterprise Business Development Representative,2a,Jeffery Farrell,09-01-23,Canada,Canada,Male,Business Function,10610,gage.faulkner,CORE,4,,[Branding],[PowerPoint],Canada,26-10-23,Business Development Representative,Jeffery Farrell,1b,Business Function
Gage Faulkner,gage.faulkner@domain.com,Enterprise Business Development Representative,2a,Jeffery Farrell,09-01-23,Canada,Canada,Male,Business Function,10610,gage.faulkner,CORE,4,,[Branding],[PowerPoint],Canada,14-12-23,Business Development Representative,Jeffery Farrell,1b,Business Function
Gage Faulkner,gage.faulkner@domain.com,Enterprise Business Development Representative,2a,Jeffery Farrell,09-01-23,Canada,Canada,Male,Business Function,10610,gage.faulkner,CORE,4,,[Branding],[PowerPoint],Canada,14-02-24,Business Development Representative,,1b,Business Function
Gage Faulkner,gage.faulkner@domain.com,Enterprise Business Development Representative,2a,Jeffery Farrell,09-01-23,Canada,Canada,Male,Business Function,10610,gage.faulkner,CORE,4,,[Branding],[PowerPoint],Canada,05-04-24,Business Development Representative,Jeffery Farrell,1b,Business Function
Gage Faulkner,gage.faulkner@domain.com,Enterprise Business Development Representative,2a,Jeffery Farrell,09-01-23,Canada,Canada,Male,Business Function,10610,gage.faulkner,CORE,4,,[Branding],[PowerPoint],Canada,18-06-24,Senior Mid-Market Business Development Representative,Jeffery Farrell,1b,Business Function
Gage Faulkner,gage.faulkner@domain.com,Enterprise Business Development Representative,2a,Jeffery Farrell,09-01-23,Canada,Canada,Male,Business Function,10610,gage.faulkner,CORE,4,,[Branding],[PowerPoint],Canada,01-08-24,Senior Mid-Market Business Development Representative,Jeffery Farrell,1b,Business Function
Ansley Bartlett,ansley.bartlett@domain.com,Senior Backend Engineer,3b,Marvin Durham,18-07-22,Poland,Poland,Male,Business Function,10611,ansley.bartlett,CORE,4,[Corporate],[Branding],"[Illustrator, Photoshop, PowerPoint, Keynote, InDesign]",Poland,01-09-22,Senior Backend Engineer,Miracle Long,2,Business Function
Ansley Bartlett,ansley.bartlett@domain.com,Senior Backend Engineer,3b,Marvin Durham,18-07-22,Poland,Poland,Male,Business Function,10611,ansley.bartlett,CORE,4,[Corporate],[Branding],"[Illustrator, Photoshop, PowerPoint, Keynote, InDesign]",Poland,24-09-23,Backend Engineer,Major Oâ€™Neal,3,Business Function
Ansley Bartlett,ansley.bartlett@domain.com,Senior Backend Engineer,3b,Marvin Durham,18-07-22,Poland,Poland,Male,Business Function,10611,ansley.bartlett,CORE,4,[Corporate],[Branding],"[Illustrator, Photoshop, PowerPoint, Keynote, InDesign]",Poland,25-09-23,Backend Engineer,Major Oâ€™Neal,3a,Business Function
Ansley Bartlett,ansley.bartlett@domain.com,Senior Backend Engineer,3b,Marvin Durham,18-07-22,Poland,Poland,Male,Business Function,10611,ansley.bartlett,CORE,4,[Corporate],[Branding],"[Illustrator, Photoshop, PowerPoint, Keynote, InDesign]",Poland,02-10-23,Senior Backend Engineer,Major Oâ€™Neal,3b,Business Function
Ansley Bartlett,ansley.bartlett@domain.com,Senior Backend Engineer,3b,Marvin Durham,18-07-22,Poland,Poland,Male,Business Function,10611,ansley.bartlett,CORE,4,[Corporate],[Branding],"[Illustrator, Photoshop, PowerPoint, Keynote, InDesign]",Poland,01-07-24,Senior Backend Engineer,Marvin Durham,3b,Business Function
Kace Solis,kace.solis@domain.com,Director of Brand and Marketing Creative,6a,Elsa McPherson,10-06-21,Poland,Poland,Male,Business Function,10612,kace.solis,CORE,5,[Original],,[PowerPoint],Poland,23-03-23,Marketing Creative Director,,,Business Function
Kace Solis,kace.solis@domain.com,Director of Brand and Marketing Creative,6a,Elsa McPherson,10-06-21,Poland,Poland,Male,Business Function,10612,kace.solis,CORE,5,[Original],,[PowerPoint],Poland,03-08-23,Director of Brand and Marketing Creative,,,Business Function
Kace Solis,kace.solis@domain.com,Director of Brand and Marketing Creative,6a,Elsa McPherson,10-06-21,Poland,Poland,Male,Business Function,10612,kace.solis,CORE,5,[Original],,[PowerPoint],Poland,24-09-23,Director of Brand and Marketing Creative,Ian Chapman,,Business Function
Miracle Long,miracle.long@domain.com,Senior Engineering Manager,5a Manager,Elaina Mack,02-11-21,Poland,Poland,Male,Business Function,10613,miracle.long,PROJECTMANAGER,2,[Corporate],"[Finance, Technology, Corporate]",[Other],Poland,01-09-22,Senior Engineering Manager,,5,Business Function
Miracle Long,miracle.long@domain.com,Senior Engineering Manager,5a Manager,Elaina Mack,02-11-21,Poland,Poland,Male,Business Function,10613,miracle.long,PROJECTMANAGER,2,[Corporate],"[Finance, Technology, Corporate]",[Other],Poland,21-03-23,Engineering Manager,,6,Business Function
Miracle Long,miracle.long@domain.com,Senior Engineering Manager,5a Manager,Elaina Mack,02-11-21,Poland,Poland,Male,Business Function,10613,miracle.long,PROJECTMANAGER,2,[Corporate],"[Finance, Technology, Corporate]",[Other],Poland,24-09-23,Engineering Manager,Elaina Mack,6,Business Function
Miracle Long,miracle.long@domain.com,Senior Engineering Manager,5a Manager,Elaina Mack,02-11-21,Poland,Poland,Male,Business Function,10613,miracle.long,PROJECTMANAGER,2,[Corporate],"[Finance, Technology, Corporate]",[Other],Poland,02-10-23,Senior Engineering Manager,Elaina Mack,5a Manager,Business Function
Miracle Long,miracle.long@domain.com,Senior Engineering Manager,5a Manager,Elaina Mack,02-11-21,Poland,Poland,Male,Business Function,10613,miracle.long,PROJECTMANAGER,2,[Corporate],"[Finance, Technology, Corporate]",[Other],Poland,01-07-24,Senior Engineering Manager,Elaina Mack,5a Manager,Business Function
Jace Chung,jace.chung@domain.com,Head of Performance Ops,5a Manager,Owen Love,27-02-23,Brazil. Portugal,Brazil,Female,Business Function,10614,jace.chung,PROJECTMANAGER,4,"[Minimalistic, Corporate, Modern]",[Other],"[Illustrator, Photoshop]",Brazil. Portugal,01-03-23,Operational Excellence Senior Manager,,,Business Function
Jace Chung,jace.chung@domain.com,Head of Performance Ops,5a Manager,Owen Love,27-02-23,Brazil. Portugal,Brazil,Female,Business Function,10614,jace.chung,PROJECTMANAGER,4,"[Minimalistic, Corporate, Modern]",[Other],"[Illustrator, Photoshop]",Brazil. Portugal,24-09-23,"Senior Operations Excellence Manager, Performance",,,Business Function
Jace Chung,jace.chung@domain.com,Head of Performance Ops,5a Manager,Owen Love,27-02-23,Brazil. Portugal,Brazil,Female,Business Function,10614,jace.chung,PROJECTMANAGER,4,"[Minimalistic, Corporate, Modern]",[Other],"[Illustrator, Photoshop]",Brazil. Portugal,25-09-23,"Operations Excellence Senior Manager, Performance",,4b Manager,Business Function
Jace Chung,jace.chung@domain.com,Head of Performance Ops,5a Manager,Owen Love,27-02-23,Brazil. Portugal,Brazil,Female,Business Function,10614,jace.chung,PROJECTMANAGER,4,"[Minimalistic, Corporate, Modern]",[Other],"[Illustrator, Photoshop]",Brazil. Portugal,13-10-23,Head of Performance ops,,5a Manager,Business Function
Jace Chung,jace.chung@domain.com,Head of Performance Ops,5a Manager,Owen Love,27-02-23,Brazil. Portugal,Brazil,Female,Business Function,10614,jace.chung,PROJECTMANAGER,4,"[Minimalistic, Corporate, Modern]",[Other],"[Illustrator, Photoshop]",Brazil. Portugal,17-06-24,Head of Performance Ops,,5a Manager,Business Function
Rivka Savage,rivka.savage@domain.com,Customer Success Manager,3a,Mira Gaines,04-12-23,Brazil,Brazil,Female,Business Function,10615,rivka.savage,SPECIALIST,1,,"[Lifestyle, Marketing]",[PowerPoint],Brazil,,,,,
Keaton Cervantes,keaton.cervantes@domain.com,Senior People Care Partner,2b,Alden Mason,26-06-23,Brazil,Brazil,Male,Business Function,10616,keaton.cervantes,DESIGN_DIRECTOR,3,[Corporate],"[Finance, Technology, Corporate]","[SquareSpace, Shopify, PowerPoint, Photoshop, Illustrator]",Brazil,24-09-23,Senior People Care Partner,Alden Mason,2,Business Function
Aylin Romero,aylin.romero@domain.com,Senior Site Reliability Engineer,3a,Marvin Durham,02-05-22,Brazil,Brazil,Male,Business Function,10617,aylin.romero,DESIGN_DIRECTOR,4,[],"[Finance, Technology, Corporate]",[Other],Brazil,10-03-23,Site Reliability Engineer,Marvin Durham,3,Business Function
Aylin Romero,aylin.romero@domain.com,Senior Site Reliability Engineer,3a,Marvin Durham,02-05-22,Brazil,Brazil,Male,Business Function,10617,aylin.romero,DESIGN_DIRECTOR,4,[],"[Finance, Technology, Corporate]",[Other],Brazil,15-08-23,Site Reliability Engineer,Marvin Durham,3,Business Function
Aylin Romero,aylin.romero@domain.com,Senior Site Reliability Engineer,3a,Marvin Durham,02-05-22,Brazil,Brazil,Male,Business Function,10617,aylin.romero,DESIGN_DIRECTOR,4,[],"[Finance, Technology, Corporate]",[Other],Brazil,24-09-23,Senior Site Reliability Engineer,Marvin Durham,3,Business Function
Aylin Romero,aylin.romero@domain.com,Senior Site Reliability Engineer,3a,Marvin Durham,02-05-22,Brazil,Brazil,Male,Business Function,10617,aylin.romero,DESIGN_DIRECTOR,4,[],"[Finance, Technology, Corporate]",[Other],Brazil,21-11-23,Site Reliability Engineer,Marvin Durham,3a,Business Function
Bryson Cain,bryson.cain@domain.com,Creative Project Manager,2b,Noah Figueroa,17-05-21,"Argentina, Italy",Argentina,Male,CPM,10618,bryson.cain,PROJECTMANAGER,2,"[Minimalistic, Corporate, Modern]",[Branding],"[SquareSpace, Shopify, PowerPoint, Photoshop, Illustrator]","Argentina, Italy",17-03-23,Creative Project Manager,Noah Figueroa,1,CPM
Bryson Cain,bryson.cain@domain.com,Creative Project Manager,2b,Noah Figueroa,17-05-21,"Argentina, Italy",Argentina,Male,CPM,10618,bryson.cain,PROJECTMANAGER,2,"[Minimalistic, Corporate, Modern]",[Branding],"[SquareSpace, Shopify, PowerPoint, Photoshop, Illustrator]","Argentina, Italy",22-03-23,Creative Project Manager,Noah Figueroa,1,CPM
Bryson Cain,bryson.cain@domain.com,Creative Project Manager,2b,Noah Figueroa,17-05-21,"Argentina, Italy",Argentina,Male,CPM,10618,bryson.cain,PROJECTMANAGER,2,"[Minimalistic, Corporate, Modern]",[Branding],"[SquareSpace, Shopify, PowerPoint, Photoshop, Illustrator]","Argentina, Italy",05-06-23,Creative Project Manager,Noah Figueroa,1,CPM
Bryson Cain,bryson.cain@domain.com,Creative Project Manager,2b,Noah Figueroa,17-05-21,"Argentina, Italy",Argentina,Male,CPM,10618,bryson.cain,PROJECTMANAGER,2,"[Minimalistic, Corporate, Modern]",[Branding],"[SquareSpace, Shopify, PowerPoint, Photoshop, Illustrator]","Argentina, Italy",24-09-23,Creative Project Manager,Noah Figueroa,2,CPM
Bryson Cain,bryson.cain@domain.com,Creative Project Manager,2b,Noah Figueroa,17-05-21,"Argentina, Italy",Argentina,Male,CPM,10618,bryson.cain,PROJECTMANAGER,2,"[Minimalistic, Corporate, Modern]",[Branding],"[SquareSpace, Shopify, PowerPoint, Photoshop, Illustrator]","Argentina, Italy",06-06-24,Creative Project Manager,Noah Figueroa,2a,CPM
Kendra Anthony,kendra.anthony@domain.com,Business Development Manager,4a Manager,Brycen Velez,09-05-22,"Greece, Zimbabwe",South Africa,Male,Business Function,10619,kendra.anthony,CORE,3,[Original],,[PowerPoint],"Greece, Zimbabwe",25-10-22,Business Development Manager,Nataly Whitehead,,Business Function
Kendra Anthony,kendra.anthony@domain.com,Business Development Manager,4a Manager,Brycen Velez,09-05-22,"Greece, Zimbabwe",South Africa,Male,Business Function,10619,kendra.anthony,CORE,3,[Original],,[PowerPoint],"Greece, Zimbabwe",04-09-23,Business Development Manager,Nataly Whitehead,,Business Function
